ra,fase,turma,nome,anonasc,idade22,gnero,anoingresso,instituiodeensino,pedra20,pedra21,pedra22,inde22,cg,cf,ct,nav,avaliador1,recav1,avaliador2,recav2,avaliador3,recav3,avaliador4,recav4,iaa,ieg,ips,recpsicologia,ida,matem,portug,ingls,indicado,atingiupv,ipv,ian,faseideal,defas,destaqueieg,destaqueida,destaqueipv,ano,inde2023,fase_pedra_ano,nomeanonimizado,datadenasc,idade,pedra23,inde23,ipp,mat,por,ing,defasagem,destaqueipv1,inde2024,avaliador5,avaliador6,escola,ativoinativo,ativoinativo1,aluno_id
RA-799,,Q,Aluno-799,2012.0,10.0,Menina,2022,Escola Pública,,,Ametista,7.676,244.0,65.0,2.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,9.6,7.5,Não atendido,7.8,8.5,7.2,,Não,Não,7.917,5.0,Fase 2 (5º e 6º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-799
RA-800,,Q,Aluno-800,2014.0,8.0,Menino,2022,Escola Pública,,,Ágata,6.818,551.0,157.0,8.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,5.4,7.5,Não atendido,6.1,6.3,5.8,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-800
RA-801,,Q,Aluno-801,2013.0,9.0,Menino,2022,Escola Pública,,,Ágata,6.644,611.0,167.0,9.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.0,6.6,7.5,Não atendido,6.8,7.2,6.3,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-801
RA-802,,Q,Aluno-802,2013.0,9.0,Menino,2021,Escola Pública,,Ametista,Ametista,7.831,193.0,51.0,1.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.0,7.5,Não atendido,8.3,9.0,7.5,,Não,Não,8.333,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-802
RA-803,,Q,Aluno-803,2012.0,10.0,Menina,2022,Escola Pública,,,Ágata,6.98,494.0,141.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.2,7.5,Sem limitações,6.3,6.5,6.0,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-803
RA-804,,Q,Aluno-804,2012.0,10.0,Menino,2022,Escola Pública,,,Ágata,6.848,540.0,153.0,7.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.4,6.3,Não atendido,4.8,5.5,4.0,,Não,Não,7.667,5.0,Fase 2 (5º e 6º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-804
RA-805,,R,Aluno-805,2014.0,8.0,Menino,2021,Escola Pública,,Ametista,Topázio,8.279,65.0,16.0,2.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.0,7.5,Sem limitações,8.8,8.7,8.9,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-805
RA-806,,R,Aluno-806,2014.0,8.0,Menino,2022,Escola Pública,,,Ametista,7.561,290.0,82.0,5.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.3,7.5,Sem limitações,6.6,5.0,8.2,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-806
RA-807,,R,Aluno-807,2014.0,8.0,Menino,2022,Escola Pública,,,Topázio,8.121,109.0,31.0,3.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.7,6.3,Sem limitações,9.0,9.5,8.6,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-807
RA-808,,R,Aluno-808,2014.0,8.0,Menino,2022,Escola Pública,,,Topázio,8.361,51.0,12.0,1.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.1,6.3,Sem limitações,9.3,9.7,8.8,,Não,Não,8.0,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-808
RA-809,,R,Aluno-809,2015.0,7.0,Menino,2022,Escola Pública,,,Ametista,7.259,410.0,120.0,7.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.6,6.3,Sem limitações,6.3,5.5,7.1,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-809
RA-810,,R,Aluno-810,2014.0,8.0,Menino,2021,Escola Pública,,Ametista,Ametista,7.887,175.0,47.0,4.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.1,5.0,Não indicado,9.6,9.7,9.5,,Não,Não,7.25,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-810
RA-811,,R,Aluno-811,2013.0,9.0,Menina,2021,Escola Pública,,Ágata,Ágata,6.575,635.0,170.0,8.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.9,5.7,5.6,Sem limitações,7.3,8.9,5.7,,Não,Não,7.667,5.0,Fase 1 (4º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-811
RA-812,,R,Aluno-812,2014.0,8.0,Menino,2022,Escola Pública,,,Ametista,7.497,313.0,90.0,6.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.1,5.6,Sem limitações,7.4,8.3,6.6,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-812
RA-813,,S,Aluno-813,2014.0,8.0,Menino,2022,Escola Pública,,,Ametista,7.093,459.0,134.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,6.5,6.9,Sem limitações,6.0,6.7,5.3,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-813
RA-814,,S,Aluno-814,2013.0,9.0,Menino,2022,Escola Pública,,,Ametista,7.592,275.0,77.0,4.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,8.9,9.0,6.9,Requer avaliação,7.5,7.8,7.2,,Não,Sim,8.417,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-814
RA-815,,S,Aluno-815,2013.0,9.0,Menino,2022,Escola Pública,,,Ágata,6.81,552.0,158.0,7.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,5.6,Requer avaliação,6.5,7.7,5.3,,Não,Não,7.0,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-815
RA-816,,S,Aluno-816,2013.0,9.0,Menina,2022,Escola Pública,,,Topázio,8.513,32.0,6.0,1.0,2.0,Avaliador-13,Promovido de Fase + Bolsa,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.3,7.5,Sem limitações,9.6,9.5,9.7,,Sim,Sim,9.417,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-816
RA-817,,S,Aluno-817,2014.0,8.0,Menina,2022,Escola Pública,,,Ametista,7.819,197.0,52.0,2.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.7,6.3,Requer avaliação,7.1,7.7,6.5,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-817
RA-818,,S,Aluno-818,2015.0,7.0,Menino,2022,Escola Pública,,,Ametista,7.483,320.0,95.0,5.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.3,7.5,Sem limitações,6.2,6.5,5.8,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-818
RA-819,,S,Aluno-819,2014.0,8.0,Menino,2022,Escola Pública,,,Ametista,7.741,223.0,59.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,7.5,Sem limitações,7.3,8.0,6.5,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-819
RA-820,,T,Aluno-820,2013.0,9.0,Menino,2022,Escola Pública,,,Ametista,7.417,349.0,103.0,1.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,10.0,6.9,Sem limitações,6.0,7.7,4.3,,Não,Não,7.583,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-820
RA-821,,T,Aluno-821,2012.0,10.0,Menino,2022,Escola Pública,,,Ágata,6.342,671.0,174.0,5.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,7.0,7.5,Não atendido,4.6,5.2,4.0,,Não,Não,6.917,5.0,Fase 2 (5º e 6º ano),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-821
RA-822,,T,Aluno-822,2012.0,10.0,Menino,2022,Escola Pública,,,Ágata,6.922,521.0,148.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,8.4,7.5,Não atendido,6.1,6.5,5.7,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-822
RA-823,,T,Aluno-823,2012.0,10.0,Menina,2021,Escola Pública,,Ágata,Quartzo,5.989,729.0,181.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.0,7.5,Não atendido,2.8,4.0,1.7,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-823
RA-824,,T,Aluno-824,2014.0,8.0,Menino,2022,Escola Pública,,,Ágata,6.799,555.0,159.0,4.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,4.4,6.9,Sem limitações,6.0,7.0,5.0,,Não,Não,7.333,10.0,ALFA  (2º e 3º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-824
RA-825,,T,Aluno-825,2013.0,9.0,Menina,2021,Escola Pública,,Topázio,Ametista,7.25,412.0,121.0,2.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,7.5,8.2,6.9,Sem limitações,7.6,8.3,6.8,,Não,Não,7.917,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-825
RA-826,,U,Aluno-826,2014.0,8.0,Menino,2022,Escola Pública,,,Ametista,7.776,211.0,55.0,5.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.6,7.5,Não atendido,5.4,4.3,6.5,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-826
RA-827,,U,Aluno-827,2012.0,10.0,Menina,2022,Escola Pública,,,Ametista,7.412,352.0,104.0,6.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,7.0,7.5,Não atendido,7.6,7.7,7.5,,Não,Sim,8.667,5.0,Fase 2 (5º e 6º ano),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-827
RA-828,,U,Aluno-828,2013.0,9.0,Menina,2022,Escola Pública,,,Ametista,7.139,444.0,131.0,9.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.1,7.5,Não atendido,6.9,7.3,6.5,,Não,Não,7.833,5.0,Fase 1 (4º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-828
RA-829,,U,Aluno-829,2014.0,8.0,Menina,2022,Escola Pública,,,Ametista,8.003,142.0,39.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.6,7.5,Não atendido,7.8,8.2,7.5,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-829
RA-830,,U,Aluno-830,2013.0,9.0,Menina,2022,Escola Pública,,,Ametista,7.234,414.0,122.0,8.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.6,7.5,Não atendido,6.0,5.8,6.2,,Não,Não,7.5,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-830
RA-831,,U,Aluno-831,2013.0,9.0,Menino,2022,Escola Pública,,,Ametista,7.41,356.0,107.0,7.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.2,7.5,Não atendido,7.2,7.3,7.0,,Não,Não,7.167,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-831
RA-832,,U,Aluno-832,2013.0,9.0,Menino,2022,Escola Pública,,,Topázio,8.179,92.0,24.0,1.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.2,7.5,Não atendido,8.8,8.8,8.8,,Não,Sim,8.833,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-832
RA-833,,U,Aluno-833,2013.0,9.0,Menino,2022,Escola Pública,,,Ametista,7.791,204.0,53.0,4.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.5,7.5,Não atendido,7.8,8.2,7.5,,Não,Não,7.583,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-833
RA-834,,U,Aluno-834,2013.0,9.0,Menino,2022,Escola Pública,,,Topázio,8.136,105.0,30.0,2.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.0,7.5,Não atendido,9.0,9.2,8.8,,Não,Sim,9.083,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-834
RA-835,,V,Aluno-835,2014.0,8.0,Menino,2022,Escola Pública,,,Ametista,7.263,408.0,119.0,6.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,6.9,7.3,7.5,Não atendido,7.5,7.6,7.3,,Não,Não,6.667,10.0,ALFA  (2º e 3º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-835
RA-836,,V,Aluno-836,2013.0,9.0,Menino,2022,Escola Pública,,,Ametista,7.665,250.0,68.0,3.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.3,7.5,Não atendido,9.2,9.0,9.3,,Não,Não,7.583,5.0,Fase 1 (4º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-836
RA-837,,V,Aluno-837,2014.0,8.0,Menino,2022,Escola Pública,,,Topázio,8.207,83.0,21.0,1.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.0,7.5,Não atendido,8.8,9.2,8.3,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-837
RA-838,,V,Aluno-838,2013.0,9.0,Menino,2022,Escola Pública,,,Ametista,7.461,330.0,97.0,4.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.4,7.5,Não atendido,6.3,6.6,5.9,,Sim,Sim,9.417,5.0,Fase 1 (4º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-838
RA-839,,V,Aluno-839,2013.0,9.0,Menina,2022,Escola Pública,,,Quartzo,5.198,811.0,188.0,7.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,0.0,5.1,7.5,Não atendido,5.4,5.8,5.0,,Não,Não,6.583,5.0,Fase 1 (4º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-839
RA-840,,V,Aluno-840,2014.0,8.0,Menino,2022,Escola Pública,,,Ametista,7.875,178.0,48.0,2.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.2,7.5,Não atendido,7.8,9.6,5.9,,Não,Não,7.5,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-840
RA-841,,V,Aluno-841,2011.0,11.0,Menino,2022,Escola Pública,,,Ametista,7.3,395.0,115.0,5.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.5,7.5,Não atendido,7.2,8.6,5.8,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-841
RA-842,,Y,Aluno-842,2014.0,8.0,Menina,2022,Escola Pública,,,Ametista,7.952,154.0,42.0,3.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.5,8.3,7.5,Não atendido,9.1,9.1,9.1,,Não,Não,8.25,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-842
RA-843,,Y,Aluno-843,2014.0,8.0,Menina,2022,Escola Pública,,,Topázio,8.538,30.0,5.0,1.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.0,7.5,Não atendido,9.2,9.8,8.5,,Sim,Sim,8.417,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-843
RA-844,,Y,Aluno-844,2014.0,8.0,Menino,2022,Escola Pública,,,Ágata,6.253,695.0,176.0,10.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,0.0,5.0,8.1,Não atendido,5.9,6.0,5.8,,Sim,Não,8.333,10.0,ALFA  (2º e 3º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-844
RA-845,,Y,Aluno-845,2014.0,8.0,Menina,2022,Escola Pública,,,Topázio,8.491,35.0,7.0,2.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.8,7.5,Não atendido,8.7,9.1,8.3,,Não,Sim,8.417,10.0,ALFA  (2º e 3º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-845
RA-846,,Y,Aluno-846,2015.0,7.0,Menina,2022,Escola Pública,,,Ametista,7.412,353.0,105.0,7.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,7.2,7.5,Não atendido,5.9,7.7,4.0,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-846
